Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target
-0.29631966293637224,-0.09669987504695937,2.5059726274927776,-4.274172602562082,0.35603449745815613,-0.34903627600272064,-0.8020861619382785,-0.040438748872876434,-0.6818833692139971,-0.22220189850158284,-0.07222336060645831,0.016970263475111935,0.9109479493989661,-0.36136166074817233,0.3683997039239052,1.3597804414694488,-0.5750408588566764,-0.4327514772663347,-0.2991938050213774,-2.565619533493748,-1.5242456241180335,-2.1934739411107365,-0.20306755909540994,-0.2830758514095692,-2.8792064457658726,-2.045939439854635,-1.4747628194962257,-1.9510836468265293,-0.2842159238292021,0.1289164681071191,0.7697741786573004,0
-0.29631966293637224,-0.2110868335528997,-0.5540565291800792,0.18871919985340221,0.35603449745815613,-0.34903627600272064,2.0690239379269872,-1.1926310396710966,-1.2709410634453675,-0.299392188484329,-0.3164618634323001,1.0698192627474044,0.9109479493989661,-0.36136166074817233,-2.7144430067363876,1.3597804414694488,-0.5750408588566764,-0.5627752066335201,-0.2991938050213774,-0.10124473145060582,0.4305419669278576,0.6968128612210316,-0.20306755909540994,-0.2830758514095692,-0.09926700422502116,-0.5173603358945055,0.5314897407525793,0.6626839238836538,0.8755818368849569,-1.1004089885306736,0.3514132616978799,2
-0.29631966293637224,-1.0117955430944818,2.5059726274927776,0.0983116151738416,0.35603449745815613,-0.34903627600272064,-0.8020861619382785,1.1117535419253437,0.9543880036509204,-0.06782131853609041,-0.07222336060645831,-0.15619569035256772,0.9109479493989661,-0.36136166074817233,-2.7144430067363876,1.3597804414694488,-0.5750408588566764,-0.5627752066335201,-0.2991938050213774,-0.10124473145060582,-1.5242456241180335,-2.1934739411107365,-0.20306755909540994,-0.2830758514095692,-0.09926700422502116,-2.045939439854635,-1.4747628194962257,-1.9510836468265293,-0.2842159238292021,0.1289164681071191,0.7697741786573004,0
-0.29631966293637224,-0.09669987504695937,0.210950759988135,0.44372755011803244,0.35603449745815613,-0.34903627600272064,-0.8020861619382785,1.1757642247474671,0.9543880036509204,-0.22220189850158284,-0.3164618634323001,-0.5163808743141416,0.9109479493989661,-0.36136166074817233,0.3683997039239052,-0.73541284276699,-0.5750408588566764,-0.4327514772663347,-0.2991938050213774,-0.10124473145060582,0.4305419669278576,0.5788419713299391,-0.20306755909540994,-0.2830758514095692,-0.09926700422502116,0.5016924000789144,0.19711431404444513,0.4204322953788078,-0.8079955577001128,-1.4619752993064952,-1.3704721965245767,2
1.3430698968775825,1.161556668518384,-0.5540565291800792,-0.4205493055958106,-2.808716591058786,-0.34903627600272064,-2.4643077987023796,1.1117535419253437,1.0198388585655171,-0.06782131853609041,-0.07222336060645831,1.0005528812163325,-1.0977575619548732,-0.36136166074817233,0.3683997039239052,-0.73541284276699,-0.5750408588566764,2.817841756913299,-0.2991938050213774,-0.10124473145060582,0.10474403508687577,0.35273109903867833,-0.20306755909540994,-0.2830758514095692,-0.09926700422502116,-0.5173603358945055,0.5314897407525793,0.5351830667758402,0.8755818368849569,-1.1004089885306736,0.3514132616978799,2
1.3430698968775825,1.161556668518384,-0.5540565291800792,0.5508408841405553,-2.808716591058786,1.4039360923145148,0.03658020933815392,1.1117535419253437,0.9543880036509204,-0.06782131853609041,-0.1536361948817389,-0.8488595056632863,-1.0977575619548732,2.7673107266818913,0.3683997039239052,1.3597804414694488,-0.5750408588566764,3.4679604037492258,-0.2991938050213774,-0.5119738651244629,0.10474403508687577,0.25442202412943454,-0.20306755909540994,-0.2830758514095692,-0.5625902444818297,2.285034688032399,0.19711431404444513,0.24830613828325906,1.7360769496728812,-0.6665294155996879,-0.4016363888290769,2
-0.29631966293637224,-1.0117955430944818,-0.5540565291800792,0.30959020980542346,0.35603449745815613,-0.34903627600272064,0.7090244169381771,-0.040438748872876434,1.0198388585655171,-0.14501160851883663,-0.03151694346881802,0.09316328315929158,0.9109479493989661,-0.36136166074817233,0.3683997039239052,-0.73541284276699,1.7390068629005728,-0.6927989360007054,-0.2991938050213774,0.3094844022232512,0.7563398987688394,0.5522985211044433,-0.20306755909540994,-0.2830758514095692,0.827379476288596,-0.00783396790779551,1.2002405941688477,0.7924160459908547,1.474187132737426,1.141302138279419,-1.7844293143581085,2
-0.29631966293637224,-1.0117955430944818,0.9759580491563492,0.18085767075083173,0.35603449745815613,-0.34903627600272064,0.3312467722190632,-1.1926310396710966,-1.4018427732745609,-0.06782131853609041,-0.07222336060645831,0.15550302653725664,-1.0977575619548732,-0.36136166074817233,0.3683997039239052,-0.73541284276699,1.7390068629005728,-0.30272774789914936,-0.2991938050213774,-0.10124473145060582,0.4305419669278576,0.671006729057355,-0.20306755909540994,-0.2830758514095692,-0.09926700422502116,-0.26259715190115046,0.5314897407525793,0.7537559646749494,1.7360769496728812,-0.6665294155996879,-0.4016363888290769,2
-0.29631966293637224,-1.0117955430944818,-0.5540565291800792,0.18085767075083173,0.35603449745815613,-0.34903627600272064,0.40680230116288596,-1.1926310396710966,-0.2237273848118202,-0.2607970434929559,-0.1536361948817389,-0.28087517710849685,0.9109479493989661,2.7673107266818913,-2.7144430067363876,-0.73541284276699,-0.5750408588566764,-0.6927989360007054,-0.2991938050213774,-0.10124473145060582,0.10474403508687577,0.16004531221656043,-0.20306755909540994,-0.2830758514095692,-0.09926700422502116,1.5207451360523343,-0.8060119660799573,0.6308087096067005,-0.9950597126540095,0.1289164681071191,1.5492466239395888,0
-0.29631966293637224,-1.0117955430944818,-0.5540565291800792,0.3931189565202349,0.35603449745815613,-0.34903627600272064,0.48235783010670874,1.1757642247474671,-0.2237273848118202,-0.22220189850158284,-0.1536361948817389,0.24554932252764888,0.9109479493989661,-0.36136166074817233,0.3683997039239052,-0.73541284276699,-0.5750408588566764,-0.6927989360007054,-0.2991938050213774,-0.10124473145060582,0.4305419669278576,0.35273109903867833,-0.20306755909540994,-0.2830758514095692,-0.09926700422502116,-0.26259715190115046,0.19711431404444513,0.7646846095699049,0.8755818368849569,-1.1004089885306736,0.3514132616978799,2
